Seed,Blobiness,M0,M1,M2
8,1,0.599364,8238.943068861226,23
8,1,0.70424,7639.105407020492,34
8,1,0.802772,6699.24231254159,40
8,1,0.899976,5010.26947828331,38
8,1,0.999996,1996.8284271247464,1
8,2,0.09884,6320.492095903645,-88
8,2,0.196696,10410.065181418177,-95
8,2,0.293216,13101.704104641936,-81
8,2,0.393992,15164.256628683432,-35
8,2,0.498552,16029.225278859603,23
8,2,0.6055,15592.046563309415,76
8,2,0.705732,14188.259587276263,118
8,2,0.800344,11760.697828518776,122
8,2,0.900484,8248.741012713925,120
8,2,0.999996,1996.8284271247464,1
8,3,0.09998,9079.07614923772,-217
8,3,0.197052,14945.27282660561,-235
8,3,0.295692,19279.36881944136,-175
8,3,0.395612,21858.481876751062,-70
8,3,0.495892,22966.245512187103,38
8,3,0.598308,22737.51759012575,147
8,3,0.700528,20890.000599990184,250
8,3,0.800836,17411.34024874162,279
8,3,0.901676,11850.30295094016,267
8,3,0.999996,1996.8284271247464,1
8,4,0.100752,11670.53026025688,-414
8,4,0.199004,19319.72311248017,-425
8,4,0.297336,24650.44565576211,-314
8,4,0.395068,28230.30806315798,-168
8,4,0.495516,30256.536777432728,17
8,4,0.598968,30234.166286471747,256
8,4,0.700704,27858.87974371448,410
8,4,0.802064,23247.367445275308,528
8,4,0.901872,15555.510596127597,473
8,4,0.999996,1996.8284271247464,1
8,5,0.10032,13929.554826343268,-649
8,5,0.199316,23266.35298045669,-656
8,5,0.297268,30079.84420980855,-538
8,5,0.396904,34709.53017316404,-281
8,5,0.498,37328.667617091385,38
8,5,0.59964,37509.99160632689,377
8,5,0.700644,34707.17310100116,635
8,5,0.802188,29061.16628647175,812
8,5,0.900576,19480.93458281221,756
8,5,0.999996,1996.8284271247464,1
8,6,0.100588,15885.51842588556,-948
8,6,0.199284,26983.65990521823,-986
8,6,0.29846,35349.02851439887,-749
8,6,0.39864,41125.96234854411,-405
8,6,0.499564,44235.42378170696,57
8,6,0.599924,44547.83922075861,533
8,6,0.701652,41379.92526100337,916
8,6,0.801324,34699.37429059668,1146
8,6,0.899824,23260.75449309596,1072
8,6,0.999996,1996.8284271247464,1
8,7,0.100544,17445.12459432747,-1279
8,7,0.200176,30304.71495457667,-1338
8,7,0.299968,40219.15585705845,-1046
8,7,0.399932,46967.53352148634,-530
8,7,0.500272,50685.21948484183,101
8,7,0.599652,51314.29491620455,703
8,7,0.700948,48040.621684564125,1272
8,7,0.800344,40235.88781452514,1563
8,7,0.899336,27147.80084614465,1432
8,7,0.999996,1996.8284271247464,1
8,8,0.101036,18856.421058883752,-1686
8,8,0.20114,33194.140494896084,-1742
8,8,0.301356,44454.86584809408,-1362
8,8,0.400656,52276.29037318494,-668
8,8,0.499948,56716.67500081901,155
8,8,0.59946,57488.37994122075,914
8,8,0.699388,54474.72709158462,1658
8,8,0.799516,45795.75162687904,2009
8,8,0.89908,31085.62389448999,1841
8,8,0.999996,1996.8284271247464,1
8,9,0.101292,19812.758107979847,-2119
8,9,0.2022,35607.5334599024,-2237
8,9,0.302336,48111.51887719896,-1701
8,9,0.400792,56970.267391525325,-812
8,9,0.500372,62351.2735189717,233
8,9,0.598708,63613.571567954765,1204
8,9,0.699016,60353.61215249457,2070
8,9,0.798476,51423.982971601086,2571
8,9,0.898764,34929.27937457343,2341
8,9,0.999996,1996.8284271247464,1
8,10,0.101644,20489.082963767127,-2608
8,10,0.203148,37718.42285357124,-2726
8,10,0.302736,51403.62966299887,-2032
8,10,0.401472,61145.83210887564,-994
8,10,0.499988,67362.97340873956,297
8,10,0.59822,69184.48379460644,1527
8,10,0.697912,66381.36831711016,2585
8,10,0.79742,56736.90252039644,3112
8,10,0.898252,38800.19683132773,2885
8,10,0.999996,1996.8284271247464,1
9,1,0.106768,3682.563850798539,-20
9,1,0.201016,5642.28185106088,-20
9,1,0.291712,7081.931742104185,-17
9,1,0.386912,7785.519620582864,-1
9,1,0.480512,8417.793790562559,2
9,1,0.585436,8778.930875552409,17
9,1,0.698804,8118.377484959133,31
9,1,0.803516,6882.975285236832,40
9,1,0.899492,5141.269478283311,37
9,1,0.999996,2001.6568542494924,1
9,2,0.100308,6355.255551870936,-98
9,2,0.202844,10377.40832716868,-95
9,2,0.302944,13099.271601116332,-79
9,2,0.401848,14843.030185918487,-35
9,2,0.499972,15810.513554720425,10
9,2,0.599128,15808.756195407545,68
9,2,0.701284,14462.383432936764,117
9,2,0.798864,12320.711067848122,137
9,2,0.897408,8695.896387667,128
9,2,0.999996,2001.6568542494924,1
9,3,0.098152,9107.153313703991,-238
9,3,0.198736,15161.43325219257,-237
9,3,0.301148,19283.982997109983,-165
9,3,0.403596,21789.05337783882,-79
9,3,0.504188,22721.8697911235,17
9,3,0.603568,22599.868745102973,134
9,3,0.704452,20832.02794520065,233
9,3,0.802236,17080.47924630377,280
9,3,0.897632,11960.8054762571,261
9,3,0.999996,1996.8284271247464,1
9,4,0.098076,11495.665253205672,-405
9,4,0.197632,19537.33119349437,-439
9,4,0.302012,25378.23245232651,-325
9,4,0.403628,28760.70398675713,-154
9,4,0.50328,30211.00881947761,44
9,4,0.602728,29821.04435338356,224
9,4,0.702776,27498.32635312121,410
9,4,0.801516,22608.27599545916,487
9,4,0.898344,15345.444578949611,433
9,4,0.999996,1996.8284271247464,1
9,5,0.0985,13855.577120919854,-656
9,5,0.19926,23863.16921427261,-745
9,5,0.30186,30938.72855284352,-521
9,5,0.402568,35163.82559169979,-231
9,5,0.502132,37029.04420470677,69
9,5,0.601672,37106.2189156436,384
9,5,0.70082,34205.755749377204,625
9,5,0.800276,28593.62613520782,786
9,5,0.899488,19050.39338552776,719
9,5,0.999996,1996.8284271247464,1
9,6,0.099624,15817.155944151296,-954
9,6,0.20042,27563.47108840027,-1043
9,6,0.30104,35884.479307887705,-766
9,6,0.40116,41142.23338046223,-324
9,6,0.5009,43792.95469825489,64
9,6,0.600728,43846.87666723684,522
9,6,0.69964,40849.40235368215,909
9,6,0.799468,34399.37219855563,1123
9,6,0.899788,22914.019428359665,1048
9,6,0.999996,1996.8284271247464,1
9,7,0.100476,17445.21795671592,-1315
9,7,0.200964,30644.63378549704,-1370
9,7,0.300048,40269.842148559466,-1039
9,7,0.399964,46777.983268954646,-480
9,7,0.499468,50244.271216669935,106
9,7,0.600016,50509.258336278086,746
9,7,0.699052,47236.47327281722,1187
9,7,0.799024,40106.4025331509,1514
9,7,0.899332,27138.210009073144,1450
9,7,0.999996,1996.8284271247464,1
9,8,0.100916,18782.69418284292,-1694
9,8,0.202192,33426.80449182051,-1729
9,8,0.300692,44290.58262286715,-1341
9,8,0.399488,51905.26093593342,-616
9,8,0.499264,56337.49523924829,150
9,8,0.599016,56976.1301578587,968
9,8,0.698728,53589.55238064778,1574
9,8,0.798656,45600.70790427764,1968
9,8,0.899096,30971.6472350871,1849
9,8,0.999996,1996.8284271247464,1
9,9,0.10116,19596.81698248289,-2137
9,9,0.202628,35661.690926896525,-2165
9,9,0.301652,47835.95138072457,-1664
9,9,0.400004,56565.02370481768,-797
9,9,0.499152,61772.66229989591,215
9,9,0.597948,63103.49736208131,1198
9,9,0.6988,59853.24967076031,2058
9,9,0.79834,51113.49350614473,2511
9,9,0.89884,34861.10275106429,2320
9,9,0.999996,2001.6568542494924,1
9,10,0.101532,20341.16622488781,-2623
9,10,0.2031,37589.32949118279,-2626
9,10,0.3024,50852.37482900293,-2020
9,10,0.400676,60611.33254215152,-947
9,10,0.499316,66702.32770177837,274
9,10,0.597648,68627.36290753876,1508
9,10,0.698268,65810.43624686044,2584
9,10,0.79772,56544.93700828185,3139
9,10,0.8984,38551.9764852172,2805
9,10,0.999996,2001.6568542494924,1
10,1,0.100444,3495.2734828966672,-16
10,1,0.188964,5450.665581351203,-19
10,1,0.28208,7020.9672760101175,-17
10,1,0.381208,8090.799887216968,-7
10,1,0.487568,8626.340038480897,9
10,1,0.592736,8652.546099241557,20
10,1,0.701396,7996.808942464209,31
10,1,0.808372,6568.471713899363,32
10,1,0.905212,4743.208511739212,28
10,1,0.999996,1996.8284271247464,1
10,2,0.104968,6596.250501237053,-94
10,2,0.197188,10248.146350497806,-101
10,2,0.292164,12975.578166940382,-77
10,2,0.38756,14643.02913989796,-39
10,2,0.485044,15560.217090164142,-7
10,2,0.58826,15623.121635734637,58
10,2,0.690936,14711.845373713892,101
10,2,0.796432,12381.202445876772,138
10,2,0.904264,8409.084158464431,130
10,2,0.999996,2001.6568542494924,1
10,3,0.104388,9222.804071299077,-204
10,3,0.1976,14499.89100888759,-223
10,3,0.294104,18898.09970009555,-188
10,3,0.392628,21618.36604031728,-83
10,3,0.490796,22729.7631894057,23
10,3,0.590096,22729.888081086723,118
10,3,0.693428,21323.072713822577,238
10,3,0.79896,17951.4844764064,295
10,3,0.901812,12187.511103741874,283
10,3,0.999996,1996.8284271247464,1
10,4,0.101364,11508.061176804818,-390
10,4,0.198584,19213.20525579282,-426
10,4,0.297448,24598.67906173324,-314
10,4,0.393844,27985.02675050335,-148
10,4,0.491448,29781.32043593555,10
10,4,0.593588,30059.685009710865,216
10,4,0.695812,28196.27166270027,397
10,4,0.799752,23366.70658641245,498
10,4,0.901732,15742.015213485589,483
10,4,0.999996,1996.8284271247464,1
10,5,0.1005,13755.145663414778,-637
10,5,0.198376,23291.23313940953,-672
10,5,0.297592,30042.88984498225,-478
10,5,0.3951,34356.418341343604,-292
10,5,0.494844,36945.93046031404,41
10,5,0.595504,37080.272739512766,333
10,5,0.697064,34648.75679539773,600
10,5,0.799732,29257.70539171515,804
10,5,0.901904,19396.425960840854,745
10,5,0.999996,1996.8284271247464,1
10,6,0.100776,15675.534623807733,-903
10,6,0.198816,26939.475093013632,-982
10,6,0.297452,35026.96650183425,-748
10,6,0.395772,40559.67389321454,-380
10,6,0.496512,43646.27345738776,68
10,6,0.5961,43901.42082311413,459
10,6,0.698472,41530.381105126085,907
10,6,0.80022,34799.16108716108,1144
10,6,0.90108,23366.376859460048,1072
10,6,0.999996,1996.8284271247464,1
10,7,0.100816,17302.99360599203,-1251
10,7,0.199692,30153.33418287917,-1320
10,7,0.297284,39524.99229340991,-1019
10,7,0.396896,46250.09787989916,-508
10,7,0.497096,50013.93102951225,69
10,7,0.597912,50911.32835806942,688
10,7,0.699584,47818.05000400762,1233
10,7,0.799776,40611.54066416127,1563
10,7,0.900296,27120.179525801093,1425
10,7,0.999996,1996.8284271247464,1
10,8,0.100648,18465.84641973441,-1641
10,8,0.200208,32809.32826569352,-1690
10,8,0.298472,43695.518518261466,-1349
10,8,0.397476,51589.914652121326,-665
10,8,0.498136,56237.10227424198,108
10,8,0.59862,57394.095669973285,915
10,8,0.699508,54131.47016554762,1612
10,8,0.799416,45915.20747100176,1995
10,8,0.899896,31022.04925534065,1855
10,8,0.999996,1996.8284271247464,1
10,9,0.101224,19556.716477419504,-2051
10,9,0.201016,35161.73952066306,-2184
10,9,0.299228,47178.16545071194,-1691
10,9,0.398356,56367.16879903424,-867
10,9,0.498396,62012.41251653385,175
10,9,0.598544,63319.834411177406,1163
10,9,0.699492,60128.20804019997,2035
10,9,0.798864,51281.082430643946,2513
10,9,0.899076,35009.80733252853,2324
10,9,0.999996,1996.8284271247464,1
10,10,0.1013,20243.9753160288,-2517
10,10,0.201444,37157.24413802105,-2673
10,10,0.300684,50532.12905025423,-2056
10,10,0.399884,60586.77619296542,-1006
10,10,0.498664,67100.13069626494,219
10,10,0.5985,69005.18628402962,1518
10,10,0.699048,65712.93162950245,2519
10,10,0.798564,56364.62225376234,3073
10,10,0.89858,38535.53893105772,2802
10,10,0.999996,1996.8284271247462,1
